Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
EX_ahandrostanglc[e],1,-2.311614730878187,11.731395327609045,NA,Exchange/demand reaction
EX_ala_B[e],-12.33389617502237,0,-24.550534621761155,20.86810987515929,Exchange/demand reaction
EX_ala_D[e],-1,-2.3132530120481927,NA,581.3789812114716,Exchange/demand reaction
EX_andrstrnglc[e],1,-2.3148936170212764,24.226283109438477,NA,Exchange/demand reaction
EX_arach[e],1,-2.3165365507452096,NA,-6.237630679854695,Exchange/demand reaction
EX_ascb_L[e],-1,-2.3181818181818183,-44.25573389432871,NA,Exchange/demand reaction
EX_bhb[e],-1,-2.319829424307036,NA,194.2036668154359,Exchange/demand reaction
EX_camp[e],-1,-2.321479374110953,NA,3.7727734606223677,Exchange/demand reaction
EX_chtn[e],0.9188995104776881,0,-2.658560925930255,-62.9035815861404,Exchange/demand reaction
EX_cspg_b[e],1,-2.3231316725978646,NA,-7.621954849878844,Exchange/demand reaction
EX_cspg_c[e],1,-2.324786324786325,NA,-10.17644935330477,Exchange/demand reaction
EX_cspg_d[e],1,-2.3264433357091945,NA,-6.330562229594914,Exchange/demand reaction
EX_dhdascb[e],1,-2.328102710413695,44.255733894328735,NA,Exchange/demand reaction
EX_dheas[e],-0.6512371871803284,0,-188.19825241779387,-39.74992350617908,Exchange/demand reaction
