Reaction,fc,pval,Truncating,WT,subSystem,rxnNames,geneRules,kegg,source
LEUKTRA4t,-0.9999979333995618,0,-2.63522368055135,-2.722980020189425e-6,"Transport, extracellular",Transport of Leukotriene A4,387775.1,NA,"PMID:15987839,PMID:9927705"
LEUKTRA4tr,0.9175060890337194,0,95.08136770105902,4.09053923037916,"Transport, endoplasmic reticular",Transport of Leukotriene Intracellular,NA,NA,NA
LEUKTRB4tr,-1,0,-4.567058452441625,NA,"Transport, endoplasmic reticular","Transport of Leukotriene B4, Endoplasmatic Reticulum",NA,NA,NA
LEUKTRC4t,-1.2053564541661836,0,-381.629078169322,35.536202844447644,"Transport, extracellular",Transport of Leukotriene C4 via Bicarbonate Antiport,10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
LEUKTRD4tr,-0.9175060890337194,0,-95.08136770105902,-4.09053923037916,"Transport, endoplasmic reticular","Transport of Leukotriene D4, Endoplasmatic Reticulum",NA,NA,NA
LEUKTRE4t,-0.3315201852301091,0,76.94889708267532,153.27165822059362,"Transport, extracellular",Transport of Leukotriene E4,387775.1,NA,NA
LEUKTRF4t,0.9018246958664586,0,49.956914414484054,2.5788577027499326,"Transport, extracellular",Transport of Leukotriene F4,387775.1,NA,NA
LEUtec,0.9845195021015322,0,-3.8618492261886597,-495.06903161723613,"Transport, extracellular",Transport of L-Leucine  via Diffusion,8501.1 or 124935.1,NA,"PMID:12930836,PMID:14624363,PMID:15659399"
LINKDEG1ly,0.3470063979177583,0,0.15051904106039493,0.0729677089551531,Heparan sulfate degradation,"Degradation of Proteoglycan Linkage Region, Lysosomal",NA,NA,PMID:8993162
LINKDEG4ly,0.8700972872708984,0,12.422012399122027,0.8628712095269373,Chondroitin sulfate degradation,"Degradation of Proteoglycan Linkage Region, Lysosomal",NA,NA,PMID:8993162
LNELDCCPT1,0.35805857101590627,0,25.27879651186903,11.949047782002669,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
LNELDCCPT2,0.36178327622938383,0,25.49606243512577,11.949047782002669,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
LNLNCAt,-0.6411081004820602,0,0.5916465909518878,2.705427495961648,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
LNLNCGCPT1,-1.01024424681259,0,-277.9490698013902,1.416434284983016,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
LNLNCGCPT2,0.48961746246362037,0,-7.2891847339897655,-21.27442862619577,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
LNLNCGCRNt,-1,0,NA,67.08717157629728,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
LNS14DM,0.5171591465438325,0,0.6666241324568447,0.2121553073605919,Cholesterol metabolism,Cytochrome P450 Lanosterol 14-Alpha-Demethylase (NADP),11283.1,NA,PMID:10405341
LPASE,-0.8136520367077195,0,19.94114336537197,194.07936979789733,Glycerophospholipid metabolism,Lysophospholipase,5321.1 or 1178.1 or 29124.1,NA,PMID:9430701
LPS2e,0.6621703294712814,0,423.44684025878905,86.06392738135159,Fatty acid oxidation,"Lipase, Extracellular",3990.1,NA,PMID:14630921
LPS3e,0.4634087982812631,0,401.12069788093567,147.0797753594082,Fatty acid oxidation,"Lipase, Extracellular",3990.1,NA,PMID:14630921
LPS4e,0.37139293170347526,0,18.457111119536805,8.46020877157611,Triacylglycerol synthesis,Phospholipase,50487.1,NA,PMID:10713052
LRAT,-0.8070048966606869,0,11.488179695898573,107.56333505368232,Vitamin A metabolism,Lecithin Retinol Acyltransferase,9227.1,NA,"PMID:14596594,PMID:1503811,PMID:15474300"
LSTO1r,0.8814879951318672,0,15.090238128009608,0.9505106485479412,Cholesterol metabolism,Lathosterol Oxidase,6309.1,NA,PMID:10344195
LSTO2r,0.7608210393524397,0,7.541000164340716,1.024322484364115,Cholesterol metabolism,Lathosterol Oxidase,6309.1 or 1581.1,NA,PMID:10344195
LTC4CP,-0.6924359303061719,0,-736.328909790039,-133.81204692769347,Eicosanoid metabolism,Leukotriene C4 Carboxypeptidase,NA,NA,PMID:12729612
LTC4Sr,0.9175060890337194,0,95.08136770105902,4.09053923037916,Eicosanoid metabolism,Leukotriene C4 Synthase,4056.1 or 4259.1 or 4056.2 or 4258.1,NA,PMID:11160764
LTDCL,-0.7538527103701199,0,10.980664828491062,78.23961336349845,Tryptophan metabolism,L-Tryptophan Decarboxy-Lyase,1644.1,NA,PMID:9924972
LYSt4,-0.7140832009338635,3.962758248666423e-5,0.31007373130619525,1.8589050227856263,"Transport, extracellular",Transport of L-Lysine  via Sodium Symport,11254.1 or 6584.1,NA,"PMID:11133652,PMID:12719981"
LYStn,-0.3503585483947596,0,-7.496823835671709,-3.6066328641560035,"Transport, nuclear","Transport of L-Lysine, Nuclear",NA,NA,NA
MACOXO,0.44779219643637286,0,22.848906371607924,8.71488631611165,Histidine metabolism,3-Methylimidazole Acetaldehyde:NAD+ Oxidoreductase,218.1 or 221.1 or 4129.1 or 222.1 or 220.1,NA,PMID:10344773
MALTSULtm,1,0,NA,-19.54177805997506,"Transport, mitochondrial","Malate:Thiosulfate Antiport, Mitochondrial",1468.1,NA,"PMID:14598172,PMID:4441366"
MANt1r,-1,0,-0.7890561462521554,0,"Transport, extracellular",Mannose Transport (Uniport),6513.1 or 6515.1 or 6514.1,NA,"PMID:11882499,PMID:12135767,PMID:12750891,PMID:1701966,PMID:2182619,PMID:3103217,PMID:3399500,PMID:3839598,PMID:7926364,PMID:9770484"
MANtly,0.38218347949187975,0,21.103687207789534,9.433050527706627,"Transport, lysosomal",Mannose Efflux from Lysosome,NA,NA,"PMID:1751541,PMID:8993166"
MAOLNOR,-0.3858285510597562,0,3.375545958802847,7.6166483694335785,Tyrosine metabolism,Monoamine Oxidase (L-Normetanephrine),4128.1 or 4129.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
MAOX,0.6068681099231583,0,46.02307968022842,11.259878884963692,Tyrosine metabolism,Methylamine Oxidase,8639.1 or 26.1 or 314.2 or 314.1,NA,"PMID:11136547,PMID:14715500,PMID:9131641"
MCCCrm,0.7752959927716956,0,29.598318888028757,3.7463391391863405,"Valine, leucine, and isoleucine metabolism","Methylcrotonoyl Coenzyme A Carboxylase, Mitochondrial",56922.1 and 64087.1,NA,"PMID:11181649,PMID:11406611"
MCLACCYSR,0.8305836319514145,0,598.923117276001,55.4289776758641,Methionine and cysteine metabolism,3-Mercaptolactate:Cysteine Reductase,NA,NA,PMID:6945862
MCLOR,-0.8305836319514145,0,-598.923117276001,-55.4289776758641,Methionine and cysteine metabolism,3-Mercaptolactate:NAD+ Oxidoreductase,92483.1 or (3945.1 and 3939.1) or 55293.1 or 3948.2 or 3948.1 or 3945.1 or 160287.1 or 3939.1,NA,PMID:7054184
MCPST,-0.6575349019001926,0,99.83279970664978,483.1918662261963,Methionine and cysteine metabolism,3-Mercaptopyruvate Sulfurtransferase,4357.1,NA,PMID:4828222
MDRPD,0.5853513192604864,0,14.892502608137791,3.895134462848655,Arginine and proline metabolism,5-Methylthio-5-Deoxy-D-Ribulose 1-Phosphate Dehydratase,NA,NA,PMID:2543672
ME2,0.3894402841897041,0,22.21481547571635,9.761823935845866,Pyruvate metabolism,Malic Enzyme (NADP),4199.1,NA,PMID:1993674
ME2m,-0.5316262185254539,0,21.706840181340986,70.98340440495062,Pyruvate metabolism,"Malic Enzyme (NADP), Mitochondrial",4200.1 or 10873.1,NA,PMID:1993674
MECOALm,-1,0.022599323142376143,0,0.9285303160205484,C5-branched dibasic acid metabolism,"Mesaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",8802.1 and 8803.1,NA,PMID:13783048
MECOAS1m,1,0.022599323142376143,0,-0.9285303160205484,C5-branched dibasic acid metabolism,Mesaconate- Coenzyme A Ligase (GDP-Forming),8802.1 and 8801.1,NA,PMID:13783048
MELATN23DOX,1,0,8.60470573389021,NA,Tryptophan metabolism,"Melatonin:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",3620.1,NA,PMID:4814344
MEOHtly,0.627116919901671,0,44.57964647410512,10.216227047754801,"Transport, lysosomal","Methanol Transporter, Lysosomal",NA,NA,NA
MERCPLACCYSt,0.8305836319514145,0,598.923117276001,55.4289776758641,"Transport, extracellular","3-Mercaptolactate-Cysteine Disulfide Transport, Extracellular",NA,NA,NA
METLEUex,1,0,5.784683146858216,0,"Transport, extracellular",Methionine/Leucine Exchange (Met In),6520.1 and 8140.1,NA,PMID:14770310
MHISOR,0.44779219643637286,0,22.848906371607924,8.71488631611165,Histidine metabolism,N-Methylhistamine:Oxygen Oxidoreductase (Deaminating),26.1 or 314.1 or 8639.1 or 314.2,NA,"PMID:12072962,PMID:15035803,PMID:8920635,PMID:9653080"
MI134PP,0.4692899884400792,0,3.7640247418175483,1.3595720585850066,Inositol phosphate metabolism,"Inositol-1, 3, 4-Trisphosphate 1-Phosphatase",3628.1,NA,"PMID:2906139,PMID:8390685"
MI145PP,0.5511789644566212,0,6.073567273317228,1.7573373643624117,Inositol phosphate metabolism,"Inositol-1, 4, 5-Trisphosphate 5-Phosphatase",3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1,NA,"PMID:10593988,PMID:10764818,PMID:15261714,PMID:2906139,PMID:7721860,PMID:8006039,PMID:8013665,PMID:8530088,PMID:8769125,PMID:9428629,PMID:9824312"
MI1P_Dtn,-0.35067720228955945,0,-14.813288271362131,-7.1213208954348435,"Transport, nuclear",Inositol 1-Phosphate Nuclear Transport (Diffusion),NA,NA,NA
MI34PP,0.4692899884400792,0,3.7640247418175483,1.3595720585850066,Inositol phosphate metabolism,"Inositol-3, 4-Bisphosphate 4-Phosphatase",3631.2 or 3631.1 or 8821.1,NA,"PMID:2906139,PMID:7608176,PMID:9295334"
MINOHPtn,0.5016308707705112,0,-3.2952950487722994,-9.92901944224379,"Transport, nuclear",Inositol Hexakisphosphate Nuclear Transport (Diffusion),NA,NA,NA
MLTG1,0.3384010823266391,0,41.47154094875269,20.500227449192295,Starch and sucrose metabolism,Maltodextrin Glucosidase (Maltotriose),2595.1,NA,PMID:12370436
MMSAD1m,0.8299143733149934,0,80.9510421215266,7.524181967652184,"Valine, leucine, and isoleucine metabolism",Methylmalonate-Semialdehyde Dehydrogenase,4329.1,NA,"PMID:10947204,PMID:1527093"
