Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
EX_13_cis_retnglc[e],-1,0,NA,26.092888831696172,Exchange of 13-Cis-Retinoyl Glucuronide,Exchange/demand reaction,NA,NA,NA
EX_5thf[e],1,0,NA,-423.57063492507933,Exchange of Pentaglutamyl Folate (Thf),Exchange/demand reaction,NA,NA,NA
EX_bildglcur[e],-1,0,NA,0.9055810588290043,Exchange of Bilirubin Beta-Diglucuronide,Exchange/demand reaction,NA,NA,NA
EX_prostgf2[e],1,0,NA,-375.54106892046184,Exchange of Prostaglandin F2Alpha,Exchange/demand reaction,NA,NA,NA
EX_retn[e],-1,0,NA,151.81383701405525,Exchange of Retinoate,Exchange/demand reaction,NA,NA,NA
EX_sphs1p[e],1,0,NA,-150.1351642984152,Exchange of Sphingosine 1-Phosphate,Exchange/demand reaction,NA,NA,NA
EX_tchola[e],1,0,NA,-154.03238882542848,Exchange of Taurocholic Acid,Exchange/demand reaction,NA,NA,NA
EX_thf[e],-1,0,NA,423.57063492507933,"Exchange of 5, 6, 7, 8-Tetrahydrofolate",Exchange/demand reaction,NA,NA,NA
FADDP,-1,0,NA,0.5665546795401385,FAD Diphosphatase,Vitamin B2 metabolism,5167.1 or 5169.1,NA,PMID:1315502
GAL3ST11,-1,0,NA,0.38196691363407337,Galactosylceramide Sulfotransferase,Sphingolipid metabolism,9514.1,NA,PMID:9030544
IDHPOXOX2b,-1,0,NA,0.2576853450222089,Iodide:Hydrogen-Peroxide Oxidoreductase 2,Tyrosine metabolism,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,PMID:2997169
IDHPOXOX4,-1,0,NA,0.12884267251110446,Iodide:Hydrogen-Peroxide Oxidoreductase 4,Tyrosine metabolism,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:2997169,PMID:3153466,PMID:3475693"
IDHPOXOXb,-1,0,NA,0.2576853450222089,Iodide:Hydrogen-Peroxide Oxidoreductase,Tyrosine metabolism,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:2997169,PMID:3153466,PMID:3475693"
LEUKTRF4t,-1,0,NA,20.650920736889773,Transport of Leukotriene F4,"Transport, extracellular",387775.1,NA,NA
LYStn,1,0,NA,-0.6806093175241478,"Transport of L-Lysine, Nuclear","Transport, nuclear",NA,NA,NA
P5CDm,-1,0,NA,20.39577440338135,"1-Pyrroline-5-Carboxylate Dehydrogenase, Mitochondrial",Glutamate metabolism,8659.1 or 8659.2,NA,"PMID:8621661,PMID:9700195"
PA_HSter,-1,0,NA,494.68282710180284,Phosphatidate Scramblase,"Transport, endoplasmic reticular",NA,NA,PMID:10856717
PRISTCOAtx,1,0,NA,-0.9106119780287824,"Transport of Pristanoyl Coenzyme A, Peroxisomal","Transport, peroxisomal",NA,NA,NA
PROSTGF2t,-1,0,NA,269.98742608144283,Prostaglandin Uniport,"Transport, extracellular",6582.2 or 6582.1 or 6580.1,NA,"PMID:12827517,PMID:12883891,PMID:9187257"
RADH2,-1,0,NA,151.81383701405525,Retinal Dehydrogenase (NADPH),Vitamin A metabolism,NA,NA,PMID:1503811
RETNGLCt2,-1,0,NA,26.092888831696172,Retinoyl Glucuronide Efflux (13-Cis),"Transport, endoplasmic reticular",NA,NA,"PMID:14704335,PMID:2324641"
RETNGLCt2r,-1,0,NA,26.092888831696172,Retinoyl Glucuronide Efflux (13-Cis) from Er,"Transport, endoplasmic reticular",NA,NA,"PMID:14704335,PMID:2324641"
SGALSIDEtg,1,0,NA,-0.38196691363407337,Transport of Sulfatide Galactocerebroside,"Transport, golgi apparatus",NA,NA,NA
SGALSIDEtl,-1,0,NA,0.38196691363407337,Transport of Sulfatide Galactocerebroside,"Transport, lysosomal",NA,NA,NA
SRTNt6_2_r,-1,0,NA,11.835511012532079,Seratonin Reversible Transport in via Sodium Symport/Potassium Antiport (1:2),"Transport, extracellular",6532.1,NA,PMID:12719981
THYPX,-1,0,NA,0.5153706900444178,Thyroid Peroxidase,Tyrosine metabolism,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:3153466,PMID:3475693"
UGT1A2r,-1,0,NA,0.9055810588290043,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",Steroid metabolism,54575.1 or 54576.1 or 54578.1 or 54579.1 or 54600.1 or 54658.1 or 54659.1 or 54577.1 or 54657.1,NA,"PMID:15117964,PMID:9295054"
UGT1A5r2,-1,0,NA,26.092888831696172,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal (13-Cis)",Vitamin A metabolism,54576.1 or 54575.1 or 54600.1 or 10720.1 or 7367.1 or 7363.1 or 54578.1 or 54657.1 or 54659.1 or 54579.1 or 7365.1 or 7366.1 or 54490.1 or 54577.1 or 54658.1,NA,"PMID:14704335,PMID:1503811"
r0062,-1,0,NA,3.490602279743191,Acetyl Coenzyme A Hydrolase,Pyruvate metabolism,134526.1,NA,"PMID:11322891,PMID:12545200,PMID:16951743,PMID:34392,PMID:6151837,PMID:7696329"
r0236,-1,0,NA,1.6574777529239655,"5, 6-Dihydrouracil:NAD+ Oxidoreductase",Pyrimidine catabolism,NA,NA,PMID:1260500
r0630,1,0,NA,-154.03238882542848,Choloyl Coenzyme A:Glycine N-Choloyltransferase Bile Acid Biosynthesis,Bile acid synthesis,570.1,NA,"PMID:10884298,PMID:12239217,PMID:12543708,PMID:15026425,PMID:3741411,PMID:6884990"
r0911,-1,0,NA,20.39577444662496,Facilitated Diffusion,"Transport, mitochondrial",NA,NA,"PMID:11004451,PMID:8898903"
r2150,1,0,NA,-40.48342613096237,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,"Transport, extracellular",6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2313,1,0,NA,-23.799595028255133,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2315,1,0,NA,-13.388330094048381,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2316,-1,0,NA,624.9479992479324,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2318,1,0,NA,-20.650920736889773,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2319,1,0,NA,-58.123482082380356,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2321,1,0,NA,-148.38251990087034,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2322,1,0,NA,-119.49747917838097,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2323,1,0,NA,-87.18941445169858,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2324,1,0,NA,-49.132118846708536,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2325,1,0,NA,-48.4998845055908,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2327,1,0,NA,-53.59314356840514,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2330,1,0,NA,-47.97419310165048,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2331,-1,0,NA,105.55364254429583,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2332,1,0,NA,-46.77985399486572,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2333,1,0,NA,-46.31784847587272,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2334,1,0,NA,-124.20661339787962,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2335,-1,0,NA,186.03920417209417,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2341,1,0,NA,-547.3620212959289,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2346,-1,0,NA,13.388330094048381,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2354,-1,0,NA,58.123482082380356,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2356,-1,0,NA,148.38251990087034,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2357,-1,0,NA,119.49747917838097,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2358,-1,0,NA,87.18941445169858,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2359,-1,0,NA,49.132118846708536,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2360,-1,0,NA,48.4998845055908,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2362,-1,0,NA,53.59314356840514,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2363,-1,0,NA,43.36558872465342,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2365,-1,0,NA,47.97419310165048,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2366,-1,0,NA,46.77985399486572,Organic Anion Transporter 5 Utilized Transport,"Transport, extracellular",387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
RE1342C,-1,0,NA,0.3420527520656586,Aldehyde Reductase,Fructose and mannose metabolism,NA,NA,PMID:9537432
RE1903R,-1,0,NA,26.092888831696172,Retinal Dehydrogenase,Vitamin A metabolism,NA,NA,"PMID:10559215,PMID:11007799"
RE2655R,-1,0,NA,26.092888831696172,RE2655R,Vitamin A metabolism,NA,NA,PMID:9647871
RE3245C,1,0,NA,-68.13622096467019,RE3245C,Fatty acid synthesis,NA,NA,PMID:0
EX_prostgh2[e],-1,0,NA,124.20661339787962,Exchange of Prostaglandin H2,Exchange/demand reaction,NA,NA,NA
EX_prostgi2[e],1,0,NA,-186.03920417209417,Exchange of Prostaglandin I2,Exchange/demand reaction,NA,NA,NA
FAOXC14C12m,-1,0,NA,5.6331623983722645,"Fatty Acid Beta Oxidation (C14->C12), Mitochondrial",Fatty acid oxidation,37.1 and 3030.1 and 3032.1,NA,"PMID:20195903, PMID:20490924, international journal of molecular medicine 19: 81-87, 2007."
LINOFATPtc,-1,0,NA,0.6052254845419803,Uptake of Linoleic Acid,"Transport, extracellular",10999.1,NA,"PMID: 10518211, PMID: 20086080, PMID: 12856180, Immun., Endoc. & Metab. Agents in Med. Chem., 2009, 9, 11-17,"
OLEICFATPtc,-1,0,NA,0.4347129212937085,Uptake of Octadecenoate,"Transport, extracellular",10999.1,NA,"PMID: 10518211, PMID: 20086080, PMID: 12856180, Immun., Endoc. & Metab. Agents in Med. Chem., 2009, 9, 11-17,"
PALFATPtc,-1,0,NA,0.7290906093290006,Transport of Hexadecanoate,"Transport, extracellular",10999.1,NA,"PMID: 10518211, PMID: 20086080, PMID: 12856180, Immun., Endoc. & Metab. Agents in Med. Chem., 2009, 9, 11-17,"
Coqe,1,0,NA,-0.07889735213233202,Transport of Q10,"Transport, extracellular",NA,NA,NA
EX_fmn[e],-1,0,NA,102.4874662895918,Exchange of FMN,Exchange/demand reaction,NA,NA,NA
EX_q10[e],-1,0,NA,0.07889735213233202,Exchange of Ubiquinone,Exchange/demand reaction,NA,NA,NA
RTOTALFATPc,-1,0,NA,1.2848762381218963,Uptake of Rtotal,"Transport, extracellular",10999.1,NA,"PMID: 10518211, PMID: 20086080, PMID: 12856180, Immun., Endoc. & Metab. Agents in Med. Chem., 2009, 9, 11-17,"
4MOPte,-1,0,NA,111.21195015945435,Transport of 4-Methyl-2-Oxopentanoate,"Transport, extracellular",NA,NA,NA
EX_4mop[e],1,0,NA,-111.21195015945435,Exchange of 4-Methyl-2-Oxopentanoate,Exchange/demand reaction,NA,NA,NA
EX_hcys_L[e],1,0,NA,-929.3869187438964,Exchange of L-Homocysteine,Exchange/demand reaction,NA,NA,NA
ADPOHc,1,0,NA,-28.282934793968497,Hydroxylation of 2-Oxoadipate,Lysine metabolism,NA,NA,PMID: 21962087
3MOXTYRt,1,0,NA,-4.263652947791036,"Transport of 3-Methoxytyramine, Diffusion","Transport, extracellular",NA,NA,NA
ADPOHt,1,0,NA,-28.282934793968497,Secretion of 2-Hydroxyadipic Acid,"Transport, extracellular",NA,NA,NA
C06439t,1,0,NA,-120.65233628623012,"Transport of Prostaglandin E3, Lactate Antiport","Transport, extracellular",NA,NA,PMID: 11997326
EX_adpoh[e],1,0,NA,-28.282934793968497,Exchange of 2-Hydroxyadipic Acid,Exchange/demand reaction,NA,NA,NA
GLYC_Rt,-1,0,NA,130.18444309443646,"Transport of D-Glycerate, Diffusion","Transport, extracellular",NA,NA,PMID: 9776
ACILEm,-1,0,NA,29.257862207824363,Acetylation of Isoleucine,"Valine, leucine, and isoleucine metabolism",NA,NA,PMID: 24816252
ACILEtm,-1,0,NA,29.257862207824363,"Transport of Acetyl Isoleucine, Intracellular","Transport, mitochondrial",NA,NA,NA
ACILEte,-1,0,NA,29.257862207824363,"Transport of Acetyl Isoleucine, Extracellular","Transport, extracellular",NA,NA,NA
EX_acile_L[e],-1,0,NA,29.257862207824363,Exchange of Acetyl Isoleucine,Exchange/demand reaction,NA,NA,NA
EX_estriol[e],-1,0,NA,5.619465874212409,Exchange of Estriol,Exchange/demand reaction,NA,NA,NA
EX_3moxtyr[e],1,0,NA,-4.263652947767195,Exchange of 3-Methoxytyramine,Exchange/demand reaction,NA,NA,NA
EX_glyc_R[e],-1,0,NA,130.18444309443646,Exchange of D-Glycerate,Exchange/demand reaction,NA,NA,NA
EX_alahisala[e],-1,0,NA,283.39576963148335,Exchange of AlaHisAla,Exchange/demand reaction,NA,NA,NA
EX_propropro[e],-1,0,NA,163.70036564208567,Exchange of ProProPro,Exchange/demand reaction,NA,NA,NA
ALAHISALAt,1,0,NA,-283.39576963148335,"Transport of AlaHisAla, Extracellular","Transport, extracellular",6564.1 or 6565.1,NA,NA
PROPROPROt,1,0,NA,-163.70036564208567,"Transport of ProProPro, Extracellular","Transport, extracellular",6564.1 or 6565.1,NA,NA
ALAHISALAr,1,0,NA,-283.39576963148335,Metabolism (Formation/Degradation) of AlaHisAla,Peptide metabolism,NA,NA,NA
PROPROPROr,1,0,NA,-163.70036564208567,Metabolism (Formation/Degradation) of ProProPro,Peptide metabolism,NA,NA,NA
HCYSte,-1,0,NA,929.3869187438964,"Homocysteine Transport, Extracellular","Transport, extracellular",NA,NA,PMID: 21749716.
sink_cholate[c],1,0,NA,-834.1091660495758,Sink for Cholate,Exchange/demand reaction,NA,NA,NA
EX_dad_2[e],1,0,NA,-58.40687556819618,Exchange of 2-Deoxyadenosine,Exchange/demand reaction,NA,NA,NA
EX_lys_L[e],1,0,NA,-579.7251787822723,Exchange of L-Lysine,Exchange/demand reaction,NA,NA,NA
EX_his_L[e],1,0,NA,-177.62691973734348,Exchange of L-Histidine,Exchange/demand reaction,NA,NA,NA
EX_arg_L[e],1,0,NA,-71.72057923682304,Exchange of L-Arginine,Exchange/demand reaction,NA,NA,NA
DIGALSGALSIDESECt,-1,0,NA,0.17495235914424484,Transport of Digalactosylceramidesulfate,"Transport, extracellular",NA,NA,NA
SPHMYLN180241_hs_SECt,-1,0,NA,1.144922964444579,Transport of Sphingomyelin (D18:0/24:1),"Transport, extracellular",NA,NA,NA
SPHMYLN18114_hs_SECt,-1,0,NA,4.730499388536849,Transport of Sphingomyelin (D18:1/14:0),"Transport, extracellular",NA,NA,NA
SPHMYLN18115_hs_SECt,-1,0,NA,1.067319488589988,Transport of Sphingomyelin (D18:1/15:0),"Transport, extracellular",NA,NA,NA
SPHMYLN18116_hs_SECt,-1,0,NA,0.8356438163226266,Transport of Sphingomyelin (D18:1/16:0),"Transport, extracellular",NA,NA,NA
SPHMYLN181161_hs_SECt,-1,0,NA,0.9443301678562246,Transport of Sphingomyelin (D18:1/16:1),"Transport, extracellular",NA,NA,NA
SPHMYLN18117_hs_SECt,-1,0,NA,0.8881172593654625,Transport of Sphingomyelin (D18:1/17:0),"Transport, extracellular",NA,NA,NA
SPHMYLN18118_hs_SECt,-1,0,NA,1.0131896601009358,Transport of Sphingomyelin (D18:1/18:0),"Transport, extracellular",NA,NA,NA
SPHMYLN181181_hs_SECt,-1,0,NA,1.1591685478523142,Transport of Sphingomyelin (D18:1/18:1),"Transport, extracellular",NA,NA,NA
SPHMYLN18120_hs_SECt,-1,0,NA,2.5488222900392024,Transport of Sphingomyelin (D18:1/20:0),"Transport, extracellular",NA,NA,NA
SPHMYLN181201_hs_SECt,-1,0,NA,0.9046612729200348,Transport of Sphingomyelin (D18:1/20:1),"Transport, extracellular",NA,NA,NA
SPHMYLN18121_hs_SECt,-1,0,NA,0.9125832240179181,Transport of Sphingomyelin (D18:1/21:0),"Transport, extracellular",NA,NA,NA
SPHMYLN18122_hs_SECt,-1,0,NA,0.9188520096046766,Transport of Sphingomyelin (D18:1/22:0),"Transport, extracellular",NA,NA,NA
SPHMYLN181221_hs_SECt,-1,0,NA,0.9836346692389212,Transport of Sphingomyelin (D18:1/22:1),"Transport, extracellular",NA,NA,NA
SPHMYLN18123_hs_SECt,-1,0,NA,1.1905736359335093,Transport of Sphingomyelin (D18:1/23:0),"Transport, extracellular",NA,NA,NA
SPHMYLN1824_hs_SECt,-1,0,NA,0.9013678015641228,Transport of Sphingomyelin (D18:0/24:0),"Transport, extracellular",NA,NA,NA
SPHMYLN1825_hs_SECt,-1,0,NA,2.908791390402493,Transport of Sphingomyelin (D18:0/25:0),"Transport, extracellular",NA,NA,NA
ANDRSTANDRtr,-1,0,NA,1.0886778132729538,"Transport of 5Alpha-Androstane-3, 17-Dione, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,PMID: 15290871
HMR_0647,-1,0,NA,22.74073686709823,Ethanolamine Ammonia-Lyase (Acetaldehyde-Forming),Glycerophospholipid metabolism,NA,R00749,NA
HMR_5101,-1,0,NA,184.46279813599585,HMR_5101,"Transport, mitochondrial",NA,NA,PMID:11004451;PMID:2015813
HMR_7257,-1,0,NA,10.485400179160386,HMR_7257,"Transport, endoplasmic reticular",NA,NA,NA
HMR_9176,-1,0,NA,5.619465874212409,HMR_9176,"Transport, extracellular",NA,NA,NA
3MEACMPhc,-1,0,NA,1.433357557065002,formation of 3-methoxy-acetaminophen in hepatocytes,Drug metabolism,NA,NA,"PMID: 6705983, PMID: 3936286, PMID: 12418493, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
ACMPGLUChr,-1,0,NA,0.9022847403514007,glucuronidation of acetaminophen in hepatocytes,Drug metabolism,(54600.1 or 54578.1 or 54658.1),NA,"Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press., PMID: 11714888, PMID: 11215692"
EX_acmpglu[e],-1,0,NA,0.9022847403514007,exchange reaction for acetaminophen-glucuronide-conjugate in portal blood,Exchange/demand reaction,NA,NA,NA
EX_glc3meacp[e],-1,0,NA,1.433357557065002,exchange reaction for glucuronide-conjugate of 3-methoxy-acetaminophen in hepatic vein,Exchange/demand reaction,NA,NA,NA
EX_nfd[e],1,0,NA,-34.21993551752306,exchange reaction for nifedipine in intestinal lumen,Exchange/demand reaction,NA,NA,NA
GLC3MEACPhr,-1,0,NA,1.433357557065002,glucuronidation of 3-methoxy-acetaminophen in hepatocytes,Drug metabolism,(54600.1 or 54578.1 or 54658.1),NA,"PMID: 1026559, PMID: 11215692, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
GLC3MEACPtev,-1,0,NA,1.433357557065002,efflux of glucuronide-conjugate of 3-methoxy-acetaminophen into hepatic vein,Drug metabolism,NA,NA,"PMID: 1026559, PMID: 11215692, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
LSTNtd,-1,0,NA,0.3375823518755089,uptake of losartan via diffusion into enterocytes,Drug metabolism,NA,NA,"PMID: 10725273, PMID: 18824524"
NFDDMEThr,-1,0,NA,34.21993551752306,demethylation of nitropyridine metabolite of nifedipine in hepatocytes,Drug metabolism,NA,NA,"PMID: 3203042, PMID: 12814972, PMID: 3609112"
NFDOXDhc,-1,0,NA,34.21993551752306,oxidation of nifepine to nitropyridine metabolite in hepatocytes,Drug metabolism,NA,NA,"PMID: 3203042, PMID: 12814972, PMID: 3609112"
