Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem,rxnNames,geneRules,kegg,source
3SALATAi,0.6644780539042251,0,92.71916964284182,18.690133021567995,Methionine and cysteine metabolism,3-Sulfino-Alanine Transaminase (Irreversible),2805.1,NA,PMID:3346220
3SPYRSP,0.6644780539042251,0,92.71916964284182,18.690133021567995,Methionine and cysteine metabolism,3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),NA,NA,PMID:3346220
42A12BOOX,-0.4602894587699773,0,5.135236337337486,13.894358028687199,Tyrosine metabolism,"4- (2-Aminoethyl)-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",4129.1 or 8639.1 or 26.1 or 314.2 or 314.1 or 4128.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
4NPHte,1,0,4.9578367495474795,NA,"Transport, extracellular",Transport of Xenobiotic,NA,NA,"PMID:8385949,PMID:9219629"
5ADTSTSTERONEGLCte,1,0,6.538855245581921,NA,"Transport, extracellular",Glucuronidated Compound Transport,4363.1,NA,NA
5ADTSTSTERONEGLCtr,-1,0,-6.538855245582134,NA,"Transport, endoplasmic reticular",Glucuronidated Compound Transport,NA,NA,NA
5FTHFt2,-0.5402754095137777,0,25.27634811475985,84.68665424727007,"Transport, extracellular",5-Formyltetrahydrofolate Transport via Anion Exchange,6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
5HOXINDACTO2OX,0.3566794959787279,0,18.20509659250283,8.632629851309035,Tryptophan metabolism,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,316.1,NA,PMID:11306106
7DHFtl,1,0,8.911622531627584,NA,"Transport, lysosomal","7-Glutamyl-Dhf Transport, Lysosomal",NA,NA,PMID:11375437
7DHFtm,1,0,5.2983829370770374,NA,"Transport, mitochondrial","7-Glutamyl-Dhf Transport, M Mitochondrial",NA,NA,PMID:11375437
7THFtm,1,0,8.003320283541566,NA,"Transport, mitochondrial","7-Glutamyl-Thf Transport, M Mitochondrial",NA,NA,PMID:11375437
A_MANASEly,-0.9109187126983959,0,0.931541501821691,19.9828734115541,N-glycan degradation,"Alpha-Mannosidase, Lysosomal",4125.1,NA,PMID:8910458
ABTD,0.39299171922692333,0,657.831954797554,286.65600692936107,Pentose phosphate pathway,L-Arabinitol 4-Dehydrogenase,NA,NA,"PMID:12359133,PMID:13922173,PMID:15234337"
ABUTt2rL,3.9884796747941857,0,37.533636485806745,-62.652520045482724,"Transport, lysosomal","4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal",206358.1,NA,"PMID:11390972,PMID:11959859"
ACACT10m,1.1117291750886789,0,3.3050493686840916,-62.46684602673495,"Valine, leucine, and isoleucine metabolism","Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",38.1 or 3032.1 or 10449.1,NA,PMID:676035
ACACt2m,-0.33483463027692956,0,-319.6487023311615,-159.28508479248546,"Transport, mitochondrial",Acetoacetate Mitochondrial Transport via H+ Symport,6566.1,NA,"PMID:28726,PMID:627555"
ACACT4p,-0.37969523181046727,0,20.04352392163761,44.581237806820866,Fatty acid oxidation,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACACT7p,-0.4244269188200689,0,7.55064234670297,18.686312068274432,Fatty acid oxidation,"Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACALDtx,1,0,62.30406388018127,NA,"Transport, peroxisomal",Acetaldehyde Peroxisomal Diffusion,NA,NA,NA
ACCOACm,-0.6999598501533686,0,11.814319288203556,66.9372697524136,Fatty acid oxidation,"Acetyl Coenzyme A Carboxylase, Beta Isoform",32.1,NA,PMID:10677481
ACCOAtr,0.4424414011986259,0,-201.21903186683656,-520.5670989521027,"Transport, endoplasmic reticular",Acetyl Coenzyme A Transport,9197.1,NA,NA
ACETONEt2,0.45126339874856597,0,-67.6974673087676,-179.04192333650215,"Transport, extracellular",Acetone Transport via Proton Symport,6566.1 or 9123.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACGALtly,-0.45174311102463455,0,31.941660717965664,84.57912127407194,"Transport, lysosomal",N-Acetyl-Galactosamine Lysosomal Efflux,NA,NA,"PMID:2784441,PMID:3753439"
ACGAM6PSi,0.3810071567696582,0,139.20177875773908,62.3928010753572,Aminosugar metabolism,N-Acetylglucosamine-6-Phosphate Synthase,64841.1,NA,NA
ACGAMtly,-0.8408024766903599,0,32.871005412605406,380.08774833221435,"Transport, lysosomal",N-Acetyl-Glucosamine Lysosomal Efflux,NA,NA,"PMID:2784441,PMID:3753439"
ACNAMlt,0.3471058537541391,0,-9.708799521786277,-20.032007859048246,"Transport, lysosomal",N-Acetylneuraminate Transport into Lysososme,26503.1,NA,"PMID:10581036,PMID:2768261"
ACNMLr,1,0,NA,-535.3676619110107,Aminosugar metabolism,N-Acetylneuraminate Lyase (Reversible),NA,NA,NA
ACOAO7p,-0.424426918820069,0,7.550642346702968,18.686312068274432,Fatty acid oxidation,"Acyl Coenzyme A Oxidase (Hexadecanoyl Coenzyme A), Peroxisomal",51.1 or 51.2,NA,"PMID:7876265,PMID:8159712"
ACONTm,-1.013848635695911,0,-1.0766325380325317,156.56235137319564,Citric acid cycle,Aconitate Hydratase,50.1 or 48.1,NA,"PMID:10419470,PMID:17244191,PMID:17244192"
ACP1_FMN_,0.33824225190709895,0,7.541759878729188,3.729383097038608,Vitamin B2 metabolism,Acid Phosphatase (FMN),52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1,NA,PMID:8522318
ACRNtm,-1,0,-445.1882477470398,NA,"Transport, mitochondrial",O-Acetylcarnintine Transport into Mitochondria via Diffusion,788.1,NA,"PMID:14598172,PMID:977593"
ACS2,1,0,2.2700799920759165,NA,Propanoate metabolism,Acetyl Coenzyme A Synthase (Propionate),55902.1 or 65985.1 or 55902.2,NA,"PMID:10843999,PMID:12623130"
ADA,-1,0,NA,232.05977777366638,Purine catabolism,Adenosine Deaminase,100.1,NA,"PMID:12381379,PMID:15016824"
ADAe,0.6798283426629669,0,354.97019032058716,67.65655231177807,Purine catabolism,"Adenosine Deaminase, Extracellular",100.1,NA,"PMID:12381379,PMID:15016824"
ADK3,-1,0,NA,516.8145897537231,Nucleotide interconversion,Adentylate Kinase (GTP),26289.1 or 26289.2,NA,PMID:9434148
ADMDC,0.5028841722036796,0,85.98614165973663,28.44202685794111,Arginine and proline metabolism,Adenosylmethionine Decarboxylase,262.1,NA,PMID:2460457
ADNK1m,-1,0,NA,10.299465797742684,Nucleotide interconversion,"Adenosine Kinase, Mitochondrial",NA,NA,NA
ADNt,-1,0,NA,19.261550406575203,"Transport, extracellular",Adenosine Faciliated Transport in Cytosol,3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
ADNtl,0.6796002672664364,0,46.59600424579554,8.888631180740719,"Transport, lysosomal",Adenosine Faciliated Transport from Lysosome,55315.1,NA,"PMID:12838422,PMID:15701636,PMID:2925670"
ADNtm,-2.518153755015286,0,-8.55748941777756,3.6927279470325853,"Transport, mitochondrial",Adenosine Faciliated Transport in Mitochondria,2030.1,NA,"PMID:10722669,PMID:12838422,PMID:14607828"
ADRNCPT1,0.3575685107125171,0,11.694468391412334,5.534081474221358,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
ADRNCPT2,0.3575685107125171,0,11.694468391412334,5.534081474221358,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
ADRNCRNt,1.0168919736887048,0,43.163753719744456,-0.3615072109222412,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1 or 788.1,NA,NA
ADSL1,-0.42861998518072597,0,3.62452297631815,9.062385498996925,Nucleotide interconversion,Adenylosuccinate Lyase,158.1 or 158.2,NA,"PMID:1302001,PMID:2004782"
AG13T1g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",11041.1 or 10678.1 or 93010.1 or 374907.2 or 374907.1 or 146712.1 or 10331.1 or 10678.2 or 79369.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T2g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",79369.1 or 374907.1 or 11041.1 or 146712.1 or 374907.2 or 93010.1 or 10331.1 or 10678.1 or 10678.2,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T3g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",10331.1 or 11041.1 or 374907.2 or 10678.1 or 79369.1 or 374907.1 or 10678.2 or 93010.1 or 146712.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AHANDROSTANGLCte,1,0,11.731395327609045,NA,"Transport, extracellular",Glucuronidated Compound Transport,4363.1,NA,NA
AHANDROSTANGLCtr,-1,0,-11.731395327609045,NA,"Transport, endoplasmic reticular",Glucuronidated Compound Transport,NA,NA,NA
AHCYStr,1,0,6.3897131723540195,NA,"Transport, endoplasmic reticular",S-Adenosyl-L-Homocysteine Intracellular Diffusion,NA,NA,NA
AHEXASE2ly,-1,0,NA,14.07618186791425,N-glycan degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AHEXASEly,-1,0,NA,2.2073241619534993,N-glycan degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AKGMALtm,-1.0041421341963854,0,-0.0957530517816544,46.32943223350085,"Transport, mitochondrial",Alpha-Ketoglutarate/Malate Transporter,8402.1 or 1468.1,NA,PMID:14598172
ALAt4,-0.952292499771771,0,2.9297580948948863,119.89193999782232,"Transport, extracellular",Alanine-Sodium Symporter,54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754,PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
ALATHRNaEx,0.7107869836052613,0,79.60063681330215,13.456695953579388,"Transport, extracellular",L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In),6509.1 or 6510.1,NA,PMID:14530974
ALCD2if,-0.7618987904157093,0,74.4375870646663,550.8224625976562,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase, Forward Rxn (Ethanol -> Acetaldehyde)",(125.1 and 126.1) or 137872.1 or (125.1 and 124.1) or 127.1 or 130.1 or 284273.1 or 126.1 or 124.1 or 128.1 or 125.1 or 126.1 or 284273.2 or 131.1 or (126.1 and 124.1),NA,"PMID:11762128,PMID:12592711"
ALCD2yf,1,0,239.69961374721527,NA,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD21,-0.3465790683946111,0,2.001637083591369,4.125001922825367,Fatty acid oxidation,"Aldehyde Dehydrogenase (Pristanal, NAD)",224.1,NA,"PMID:11591435,PMID:8528251"
ALOX52,1,0,828.4107405334472,NA,Eicosanoid metabolism,Arachidonate 5-Lipoxygenase,240.1,NA,PMID:11160764
AMACR2p,0.7320964893717644,0,150.72938009147643,23.31332597756749,Bile acid synthesis,Alpha-Methylacyl Coenzyme A Racemase (Reductase),23600.1 or 23600.2,NA,NA
AMETr,-1,0,-6.3897131723540195,NA,"Transport, endoplasmic reticular",S-Adenosyl-L-Methionine Intracellular Diffusion,NA,NA,NA
AMETt2m,1,0,2.0924221238646656,0,"Transport, mitochondrial","S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial",115286.3 or 115286.2 or 115286.1,NA,PMID:14674884
AMY1e,-0.41423780190982884,0,26.79994629177926,64.70458021798274,Starch and sucrose metabolism,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
ANDRSTRNGLCte,1,0,24.226283109438477,NA,"Transport, extracellular",Glucuronidated Compound Transport,4363.1,NA,NA
ANDRSTRNGLCtr,-1,0,-24.226283109438477,NA,"Transport, endoplasmic reticular","Glucuronidated Compound Transport, Endoplasmatic Reticulum",NA,NA,NA
ANDRSTRNtr,1.0616220971815942,0,160.09417885842322,-4.78523152293915,"Transport, endoplasmic reticular",Androsterone Intracellular Transport,NA,NA,NA
APOCF,-1,0,NA,8.542880543994217,Biotin metabolism,Apocarboxylase Formation,NA,NA,PMID:10191093
APOCFm,-1,0,NA,4.600615405712665,Biotin metabolism,"Apocarboxylase Formation, Mitochondrial",NA,NA,NA
APOC_LYS_BTNP,-1,0,NA,8.542880543994217,Biotin metabolism,Proteolysis of ApoC-Lys-Biotin,NA,NA,NA
APOC_LYS_BTNPm,-1,0,NA,4.600615405712665,Biotin metabolism,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",NA,NA,NA
ARAB_Lt,0.39299171922692333,0,657.831954797554,286.65600692936107,"Transport, extracellular",L-Arabinoase Extracellular Transport,NA,NA,"PMID:12359133,PMID:15234337,PMID:2167807"
ARABR,0.39299171922692333,0,657.831954797554,286.65600692936107,Pentose phosphate pathway,Arabinose Reductase,10327.2 or 8574.1 or 10327.1 or 231.1,NA,"PMID:12071861,PMID:12359133,PMID:15234337,PMID:9823300"
ARACHCPT1,0.4888672011044189,0,7.121483990669268,2.4448278810499295,Fatty acid oxidation,Carnitine Transferase,1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1,NA,NA
ARACHCPT2,0.4888672011347266,0,7.121483990681189,2.444827880859288,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
ARACHDCOAtx,1,0,NA,-59.322823497309166,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
ARGNm,-1,0,NA,301.3846887925148,Urea cycle,"Arginase, Mitochondrial",384.1,NA,PMID:9144563
ARGtm,-1,0,NA,321.9318446688652,"Transport, mitochondrial",Arginine Mitochondrial Transport via Ornithine Carrier,83884.1 or 10166.1,NA,PMID:14598172
R_group_phosphotase_1,1,0,6.516617504070557,NA,Miscellaneous,R Group Phosphotase 1,NA,NA,NA
R_group_phosphotase_2,1,0,6.516617504070557,NA,Miscellaneous,R Group Phosphotase 2,NA,NA,NA
ARTPLM3m,0.3467748886424717,0,7.851959587961745,3.808429470637943,R group synthesis,R Group to Palmitate Conversion,NA,NA,NA
ASCBt4,1,0,NA,-0.47438879454135896,"Transport, extracellular",L-Ascorbate Transport via Proton Symport,9962.2 or 9963.1 or 9962.1 or 9963.2,NA,"PMID:10471399,PMID:10556483,PMID:10556521,PMID:10631088,PMID:15705056"
ASNCYSNaEx,-0.8969976241559112,0,5.9220332016782375,109.06625038203671,"Transport, extracellular",L-Cysteine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNGLNNaEx,-0.569276528809079,0,7.486448169495119,27.27575389391044,"Transport, extracellular",L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNSERNaEx,-0.8036196139676821,0,7.37865276410177,67.76788211324066,"Transport, extracellular",L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNt4,-0.3977327362241845,0,72.94585118328081,169.291625666976,"Transport, extracellular",L-Asparagine Transport in via Sodium Symport,81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
ASNTHRNaEx,-0.5773942595974069,0,32.23321231056193,120.31186329515576,"Transport, extracellular",L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASPCTr,-1,0,-46.80538237251677,NA,Pyrimidine synthesis,Aspartate Carbamoyltransferase (Reversible),790.1,NA,"PMID:2565865,PMID:8619816"
ASPGLUm,1,0,21.740365572262835,NA,"Transport, mitochondrial",Aspartate-Glutamate Mitochondrial Shuttle,8604.1 or 10165.1,NA,PMID:14598172
ASPTAm,-1.266368779834071,0,-40.047377934043574,340.7386072814941,Alanine and aspartate metabolism,Aspartate Transaminase,2806.1,NA,PMID:6930651
ATP1ter,-0.37271011370513984,0,21.442240629005177,46.92245358169079,"Transport, endoplasmic reticular","ADP/ATP Transporter, Endoplasmic Reticulum",NA,NA,NA
ATPH1e,-0.9164848735094301,0,3.3583456453595404,77.06650160045623,Nucleotide interconversion,ATP Diphosphohydrolase,954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1,NA,"PMID:8955160,PMID:9676430"
ATPtn,0.8639864795428507,0,322.3585174156189,23.522228988377005,"Transport, nuclear",ATP Diffusion in Nucleus,NA,NA,NA
B_MANNASEly,-0.9109187126983959,0,0.931541501821691,19.9828734115541,N-glycan degradation,"Beta-Mannosidase, Lysosomal",4126.1,NA,PMID:9384606
BAAT3x,0.7161750502302122,0,152.29721029014587,25.187260504038353,Bile acid synthesis,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,570.1,NA,NA
BACCL,-1,0,NA,8.542880543994217,Biotin metabolism,Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase,3141.1,NA,"PMID:12459313,PMID:7842009"
BACCLm,-1,0,NA,4.600615405712665,Biotin metabolism,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",3141.1,NA,"PMID:12459313,PMID:7842009"
BDHm,1,0,NA,-194.2036668154359,Butanoate metabolism,(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase,622.2 or 622.3 or 622.1,NA,"PMID:1639787,PMID:8679568"
BHBtm,1,0,NA,-194.2036668154359,"Transport, mitochondrial",(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport,NA,NA,PMID:3427918
BILDGLCURt,1,0,13.178533764834441,NA,"Transport, extracellular",Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport,10599.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILDGLCURte,1,0,4.365095480308123,NA,"Transport, extracellular",Bilirubin Beta-Diglucuronide Transport Mdr,4363.1 or 1244.1 or 8714.1,NA,NA
BILDGLCURtr,1,0,8.813438278088308,NA,"Transport, endoplasmic reticular",Glucuronidated Compound Transport,NA,NA,NA
BILGLCURt,1,0,13.501662083926846,NA,"Transport, extracellular",Bilirubin Monoglucuronide Transport via Bicarbonate Antiport,10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILGLCURte,1,0,8.729509008456112,NA,"Transport, extracellular",Bilirubin Monoglucuronide Transport Mdr,4363.1,NA,NA
BILIRED,-0.6366497252149698,0,38.36114272240459,172.79126521288754,Heme degradation,NAD (P)H Biliverdin Reductase,645.1 or 644.1,NA,"PMID:12456881,PMID:7656592,PMID:8117274"
BILIRUBtr,-0.3478570591430659,0,-774.9421795776367,-374.94559868621826,"Transport, endoplasmic reticular","Lipid, Flip-Flop Intracellular Transport",NA,NA,NA
BMTer_U,-0.4975271545401579,0,7.489675812145695,22.321590129166843,Phosphatidylinositol phosphate metabolism,"B Mannosyltransferase, Endoplasmic Reticulum",9488.1,NA,PMID:8861954
BTND1,-1,0,NA,4.847619277286872,Biotin metabolism,Biotinidase (Biotin),686.1,NA,"PMID:12459313,PMID:15059618"
BTNDm,-1,0,NA,4.600615405712665,Biotin metabolism,"Biotinidase (Biotin), Mitochondrial",686.1,NA,"PMID:12459313,PMID:15059618"
BTNPL,-1,0,NA,8.542880543994217,Biotin metabolism,Holocarboxylase Synthestase (Biotin Protein Ligase),3141.1,NA,NA
BTNPLm,-1,0,NA,4.600615405712665,Biotin metabolism,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",3141.1,NA,NA
BTNt2,0.8506671452851592,0,32.86931214416437,2.6522696031570434,"Transport, extracellular",Biotin Reversible Transport via Proton Symport,6566.1,NA,"PMID:10510291,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9508842,PMID:9649795,PMID:9824713"
BTNt3i,1,0,5.748169145458544,NA,"Transport, extracellular",Biotin Transport via Sodium Symport,8884.1,NA,"PMID:10329687,PMID:10334869,PMID:12646417,PMID:15561972,PMID:9516450"
C160CPT1,0.912527926619543,0,-8.849986314362289,-193.4999974540472,Fatty acid oxidation,Production of Palmitoylcarnitine,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1,NA,PMID:1988962
C160CPT2,1,0,NA,-65.96973862508386,Fatty acid oxidation,C160 Transport into the Mitochondria,1376.1 or 1374.1,NA,"PMID:1528846,PMID:1988962"
C160CRNt,1,0,NA,-65.96973862508386,Fatty acid oxidation,C160 Transport into the Mitochondria,788.1,NA,PMID:14598172
C161CPT1,-1.5624640359808593,0,-5.468544226961648,24.91350026730746,Fatty acid oxidation,Production of Palmitoleoylcarnitine,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
C161CPT22,0.7994459661939559,0,240.89687312435842,26.848730411472356,Fatty acid oxidation,C161 Transport into the Mitochondria,1376.1,NA,NA
C180CPT1,0.7896293198104762,0,250.4248409807451,29.43740558466697,Fatty acid oxidation,Production of Stearoylcarnitine,1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3,NA,PMID:1988962
C180CPT2,-0.9937794947676079,0,0.14162712135249775,45.39394147362364,Fatty acid oxidation,Carnitine O-Stearoyl Transferase,1376.1,NA,"PMID:1528846,PMID:1988962"
C181CPT1,1.0242121071820982,0,359.4903382807732,-4.299953829196095,Fatty acid oxidation,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4,NA,PMID:1988962
C181CPT2,-1,0,NA,148.20329801467807,Fatty acid oxidation,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,1376.1,NA,"PMID:1528846,PMID:1988962"
C204CPT1,-1.4522905829851367,0,-36.62771775639951,6.755468512744922,Fatty acid oxidation,Carnitine C20:4 Transferase,1374.1 or 1375.4 or 1375.1 or 1375.3 or 1375.2 or 126129.1,NA,PMID:1988962
C204CPT2,-2.8655491279304672,0,-3.260250478166918,6.755468512744922,Fatty acid oxidation,Arachidonic Acid Transport into the Mitochondria,1376.1,NA,"PMID:1528846,PMID:1988962"
C226CPT1,-0.4004273789841575,0,51.52447374117374,120.34619524927139,Fatty acid oxidation,Carnitine C22:6 Transferase,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4,NA,PMID:1988962
C226CPT2,-0.4004273789841575,0,51.52447374117374,120.34619524927139,Fatty acid oxidation,C226 Transport into the Mitochondria,1376.1,NA,"PMID:11274214,PMID:1528846,PMID:1988962"
C3STDH1Pr,0.3739847189670589,0,3.8868792952427933,1.7709409724598795,Cholesterol metabolism,C-3 Sterol Dehydrogenase (4-Methylzymosterol),50814.1,NA,"PMID:10710235,PMID:14506130"
C3STDH1r,-1,0,NA,2.4582299259143983,Cholesterol metabolism,C-3 Sterol Dehydrogenase (4-Methylzymosterol),50814.1,NA,PMID:12829805
C4STMO2Pr,-1,0,NA,1.0484100442589501,Cholesterol metabolism,C-4 Methyl Sterol Oxidase,50814.1,NA,NA
CAATPS,0.44860761781035746,0,301.9813582687378,114.94501234526969,"Transport, extracellular",Ca ATPase,492.1 or 491.1 or 490.1 or 493.1,NA,"PMID:7876199,PMID:8396145"
CAT2p,1,0,62.30406388018127,NA,Glycolysis/gluconeogenesis,"Catalase A, Peroxisomal (Ethanol)",847.1,NA,"PMID:19382904,PMID:19382905,PMID:8769411"
CBPPer,1,0,46.80538237251677,NA,Glycolysis/gluconeogenesis,"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum",2538.1 or 57818.1 or 92579.1,NA,"PMID:11946414,PMID:8384451"
CBPter,1,0,46.80538237251677,NA,"Transport, endoplasmic reticular","Carbamoyl Phosphate Transport, Endoplasmic Reticulum",NA,NA,"PMID:12192101,PMID:8384451"
CBR2,1,0,0.14919556274414061,NA,Eicosanoid metabolism,Carbonyl Reductase [NADPH] 1,873.1,NA,"PMID:8740524,PMID:9740676"
CDIPTr,1.2171969314849254,0,4.929519548293127,-50.321685216483196,Glycerophospholipid metabolism,Phosphatidylinositol Synthase (Homo Sapiens),10423.1 or 10423.2,NA,PMID:2425833
CDPDAGtm,1,0,NA,-10.334859098796102,"Transport, mitochondrial",Intracellular Transport,NA,NA,NA
CDSm,-0.9974526407012986,0,0.013227243749464029,10.371836030368856,Glycerophospholipid metabolism,Phosphatidate Cytidylyltransferase,1040.1 or 8760.1,NA,NA
CERK,-1,0,NA,9.393424961104557,Sphingolipid metabolism,Ceramide Kinase,64781.1 or 64781.2,NA,PMID:11956206
CERT1gt,-0.8650462382175541,0,4.885074207162656,67.51119163443295,"Transport, golgi apparatus",Ceramide Transport Protein,10087.1,NA,"PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394"
CHAT,-0.8921924262116512,0,11.973481071986555,210.1534187596202,Glycerophospholipid metabolism,Choline O-Acetyltransferase,1103.4 or 1103.2 or 1103.3 or 1103.1,NA,PMID:10861222
CHLtm,0.9983047148628678,0,-0.013227243749464029,-15.591514943561004,"Transport, mitochondrial",Choline Transport via Diffusion (Cytosol to Mitochondria),NA,NA,PMID:10984
CHOLPtg,-0.6763253929274277,0,-36.53364563338607,-7.054127704087561,"Transport, golgi apparatus",Choline Phosphate Intracellular Transport,NA,NA,NA
CHOLtr,0.8691300328518707,0,108.46277111691255,7.594185018368019,"Transport, endoplasmic reticular",Choline Intracellular Transport,NA,NA,NA
CHSTEROLtg,-0.4971272375646175,0,3.986335134703911,11.867914418993648,"Transport, golgi apparatus","Cholesterol Efflux (ATP Depedent), Golgi Apparatus",19.1,NA,"PMID:10655069,PMID:12600718"
CITRtm,1,0,23.945547433466466,NA,"Transport, mitochondrial",Citrulline Mitochondrial Transport via Proton Antiport,83884.1 or 10166.1,NA,PMID:14598172
CITtbm,-0.9765990060975697,0,2.118145613956451,178.9122518800974,"Transport, mitochondrial","Citrate Transport, Mitochondrial",6576.1,NA,PMID:14598172
CLI2tex,1,0,3.2200080533981326,0,"Transport, extracellular",Chloride Transport via Iodide Antiport,5172.1,NA,PMID:12759755
CLOXAtex2,-1,0,0,0.6323771144883706,"Transport, extracellular",Chloride Transport via Oxalate Antiport (2:1),65010.1 or 65010.3 or 65010.2,NA,PMID:12759755
CLPNDCRNt,0.7915991399347666,0,251.9793843355894,29.310530041980744,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
CO2tg,-1,0,-1.068111989416102,NA,"Transport, golgi apparatus",CO2 Golgi Transport,NA,NA,NA
